Comment ID,Search Topic,Video Title,Video ID,Published Date,Comment,Annotator 1 Label,Annotator 2 Label,Final Label
16,Karnataka News,"Dharmendra Pradhan Gone, But Punjab &amp; Karnataka? Hypocrisy? Arvind Kejriwal | Rahul Gandhi | CJP",le6UpalNo8U,2026-07-26T00:23:14Z,Achi bat bta rhe h ap jo dogla panthi kiye to cjp bhi khatum hogi jald hi,Offensive,Offensive,Offensive
18,Karnataka News,"Dharmendra Pradhan Gone, But Punjab &amp; Karnataka? Hypocrisy? Arvind Kejriwal | Rahul Gandhi | CJP",le6UpalNo8U,2026-07-26T00:23:14Z,Isko Bahut Dukh hua Pradhan Ka Isteefe se Kyuki ye banda hi BJP Ka hai,Hate Speech,Hate Speech,Hate Speech
19,Karnataka News,"Dharmendra Pradhan Gone, But Punjab &amp; Karnataka? Hypocrisy? Arvind Kejriwal | Rahul Gandhi | CJP",le6UpalNo8U,2026-07-26T00:23:14Z,Ek baat or ab jo reporter chutiya jaisa Kam karega uske liye bhi protest hogi Jai hind,Offensive,Offensive,Offensive
31,Karnataka News,Karnataka News | ರಾಜ್ಯದ ಇಂದಿನ ಪ್ರಮುಖ ಸುದ್ದಿಗಳು(25-07-26) | DK Shivakumar | Modi | Kannada News,MfbTKb9PuR4,2026-07-25T15:43:06Z,CT Ravi ge yenguta kodka kudkond heliradu awnege yenu guttu awange gannane erlila kudka,Hate Speech,Hate Speech,Hate Speech
32,Karnataka News,"FIR Against BJP&#39;s CT Ravi Over &#39;Mullah&#39; Remark on NEET Protest, Priyank Kharge Defends The FIR #neet",4FBXZyD0EwY,2026-07-25T08:33:56Z,"yede yalli ella bollappa, thaleyalli ede o t ravi",Offensive,Offensive,Offensive
33,Karnataka News,"FIR Against BJP&#39;s CT Ravi Over &#39;Mullah&#39; Remark on NEET Protest, Priyank Kharge Defends The FIR #neet",4FBXZyD0EwY,2026-07-25T08:33:56Z,Bere yenu kelsa illa evenge ct ravi ge,Offensive,Offensive,Offensive
34,Karnataka News,&quot;கர்நாடக முதலமைச்சரிடம் பேசி தண்ணி கேட்க வக்கில்ல..&quot; -நயினார் நாகேந்திரன்,P23NFJ2MQYE,2026-07-23T11:38:24Z,Dai nee onnume illa bjp kothtoose,Offensive,Offensive,Offensive
36,Karnataka News,&quot;கர்நாடக முதலமைச்சரிடம் பேசி தண்ணி கேட்க வக்கில்ல..&quot; -நயினார் நாகேந்திரன்,P23NFJ2MQYE,2026-07-23T11:38:24Z,Apdina stalin a kelu po,Offensive,Offensive,Offensive
39,Karnataka BJP,ರೈತ ಸಮಾಜಕ್ಕೆ ಮೀಸಲಾತಿ ಹೆಚ್ಚಳ  (30 Sec) | Karnataka election 2023 | BJP  Karnataka | TVC | BJP,z2o5brz_D_s,2023-05-07T09:32:19Z,Thikka muchkond bassan gowda patel na adhyaksha madi bjp and hindhu huliyuthy ela nan makkala next 20 seat bharola,Hate Speech,Hate Speech,Hate Speech
43,Karnataka BJP,#karnatakapolitics #siddaramaiah #bjp #congress #shorts #shortvideo #shortsfeed #viral #new #yt,Q3Nxl_C71rs,2026-07-22T10:32:18Z,"RSS VHP BJP chela ಗಳ ಕೆಲಸ, ನಾಲಾಯಕ್ ಮೋದಿ ಟೀಮ್",Hate Speech,Hate Speech,Hate Speech
44,Karnataka BJP,#karnatakapolitics #siddaramaiah #bjp #congress #shorts #shortvideo #shortsfeed #viral #new #yt,hFA3PD8jalU,2026-07-23T07:01:03Z,Desadrohe yaru. Rafest yaru. . Loote koraru. Brastaru yaru. Andre. Bjpgare. Barodu,Hate Speech,Hate Speech,Hate Speech
45,Karnataka BJP,#karnatakapolitics #siddaramaiah #bjp #congress #shorts #shortvideo #shortsfeed #viral #new #yt,hFA3PD8jalU,2026-07-23T07:01:03Z,Kalru kakalru hatra funding madakoundidu bjp alva dum edre ashoka nim bjp ge funding agiro yalla mnc company and funding madiro name release madu avaga helu yaru desha drohi antha nalayak,Hate Speech,Hate Speech,Hate Speech
46,Karnataka BJP,#karnatakapolitics #siddaramaiah #bjp #congress #shorts #shortvideo #shortsfeed #viral #new #yt,hFA3PD8jalU,2026-07-23T07:01:03Z,They are all conspirating againt ಹಿಂದುಸ್ತಾನ್ hindustan...,Offensive,Offensive,Offensive
47,Karnataka BJP,#karnatakapolitics #siddaramaiah #bjp #congress #shorts #shortvideo #shortsfeed #viral #new #yt,hFA3PD8jalU,2026-07-23T07:01:03Z,"ದೇಶದ್ರಹಿಗಳಲ್ಲಾ ತಾಯೀನೇ ಹಾದರಕ್ಕೇ ತಂದು ಬಿಡೋರು ಬಿಜೇಪಿ, rss ನವರು",Hate Speech,Hate Speech,Hate Speech
48,Karnataka BJP,#karnatakapolitics #siddaramaiah #bjp #congress #shorts #shortvideo #shortsfeed #viral #new #yt,,2026-07-23T03:38:27Z,"ಸಿದ್ಧ ಇದ್ದಾಗ ahinda, ಎಸ್ಸಿ ಎಸ್ಟಿ ಸಮುದಾಯದ ನಾಯಕ dcm ಆಗಲು ಇರಲಿಲ್ಲ ವೇ",Hate Speech,Hate Speech,Hate Speech
50,Karnataka BJP,#karnatakapolitics #siddaramaiah #bjp #congress #shorts #shortvideo #shortsfeed #viral #new #yt,,2026-07-22T07:31:35Z,Yenu madidiri e lofer na,Offensive,Offensive,Offensive
51,Karnataka Congress,&quot;Keep Quiet. Useless Fellows&quot;: M Kharge Scolds Congress Workers Shouting &quot;DK-DK&quot;,x9CV45zUXyA,2026-06-22T14:15:08Z,Appa kalla maga kalla,Offensive,Offensive,Offensive
52,Karnataka Congress,#shortsfeed #shorts #short #karnataka #kannada #news #new #bjp #congress #election #viral #news,DHfOeXlbP28,2026-07-25T04:42:13Z,Barathadalli muslim parti. Beda congreas,Hate Speech,Hate Speech,Hate Speech
59,Karnataka JD(S),JDS Leaders : ದಳಪತಿಗಳಿಂದಲೂ ಹೊಸ ರೀತಿ ರೂಪುರೇಷೆಗೆ ತಯಾರಿ | Karnataka Assembly Elections  2028,sVZR07jbysU,2026-05-06T05:36:08Z,Tvk ne bere jds bere idealody bere adaka jds baralla bcz castism antha entire state ge gothu,Hate Speech,Hate Speech,Hate Speech
60,Karnataka JD(S),HD ಕುಮಾರಸ್ವಾಮಿ ಹೇಳಿಕೆ 🔥... #viralvideo #shortsfeed #HDKumaraswamy #Kumaraswamy #JDS #PoliticalNews,jun9ArylfCc,2026-07-25T04:40:20Z,"Neenu namma boss ,heluvatarha matenedre ee statement kottu ,,yellara hattira yaake summane ,,gummm,gummm ,,gumsiikolluteeya",Offensive,Offensive,Offensive
62,Karnataka JD(S),HD ಕುಮಾರಸ್ವಾಮಿ ಹೇಳಿಕೆ 🔥... #viralvideo #shortsfeed #HDKumaraswamy #Kumaraswamy #JDS #PoliticalNews,jun9ArylfCc,2026-07-25T04:40:20Z,kumaranna niv yenu madoke agtila makkalu bhavisya ke sumne sullu yeli iro 5 6 vote makkalu hakolla,Hate Speech,Hate Speech,Hate Speech
68,DK Shivakumar,ಸಿಎಂ DK Shivakumar ಭೇಟಿಯಾಗಿ ಅಭಿನಂದನೆ ಸಲ್ಲಿಸಿದ Director Jogi Prem | #TV9D,abJigHGJZ78,2026-07-25T16:23:35Z,ಅಭಿನಂದನೆ ಯಾವ ಪುರುಷರ್ಥಕ್ಕಾಗಿ ಅಂತಾ ಹೇಳಿ ಸಾಯಿ admin!!,Offensive,Offensive,Offensive
70,DK Shivakumar,CM DK Shivakumar : 100ಕ್ಕೂ ಹೆಚ್ಚು ಸಂದರ್ಭಗಳಲ್ಲಿ ಪೇಪರ್​ ಲೀಕ್​ ಆಗಿದೆ | CJP Protest | Republic Kannada,XpOxwVEiPQM,2026-07-23T10:55:07Z,Hee boli magana first resign madsi Anna Thamma Biggest rowdies in Karnataka politics His priorities is getting VIP treatment to all his cabinet members IPL tickets and temple Dharshansss,Offensive,Offensive,Offensive
74,DK Shivakumar,CM DK Shivakumar : 100ಕ್ಕೂ ಹೆಚ್ಚು ಸಂದರ್ಭಗಳಲ್ಲಿ ಪೇಪರ್​ ಲೀಕ್​ ಆಗಿದೆ | CJP Protest | Republic Kannada,XpOxwVEiPQM,2026-07-23T10:55:07Z,ಲೋ ಮಂಗಾ ನೀವೇ ದುಡ್ಡಿಗೋಸ್ಕರ ಬೇಕಾದವರಿಗೆ ಪೇಪರ್ ಸೆಟ್ ಮಾಡೋಕೆ ಕೊಟ್ಟು ಕಮಿಷನ್ ಗೋಸ್ಕರ ನೀವೆ ಮಾಡ್ತಿರೋದು. ನಾಟ್ಕ ಮಾಡ್ತಿದ್ದೀರಿ????. ಒಂದು kpsc ಪೋಸ್ಟ್ ಗೆ 80-1ಕೋಟಿ ಫಿಕ್ಸ್ ಆಗಿದೆಯಂತೆ ನಿನ್ನ ಕಾಲದಲ್ಲಿ????,Offensive,Offensive,Offensive
81,DK Shivakumar,CM DK Shivakumar : 100ಕ್ಕೂ ಹೆಚ್ಚು ಸಂದರ್ಭಗಳಲ್ಲಿ ಪೇಪರ್​ ಲೀಕ್​ ಆಗಿದೆ | CJP Protest | Republic Kannada,XpOxwVEiPQM,2026-07-23T10:55:07Z,"100% correct KPSC Seat eega 80 Laksha kke SALE, olle abhivrudhi ivandu THOO",Offensive,Offensive,Offensive
83,DK Shivakumar,CM DK Shivakumar : 100ಕ್ಕೂ ಹೆಚ್ಚು ಸಂದರ್ಭಗಳಲ್ಲಿ ಪೇಪರ್​ ಲೀಕ್​ ಆಗಿದೆ | CJP Protest | Republic Kannada,XpOxwVEiPQM,2026-07-23T10:55:07Z,Yela rowdi gale nalina rajakaranigalu vote madi anubavistidivi namade tappu yentidkotiro nama hote mele hoditira,Hate Speech,Hate Speech,Hate Speech
84,DK Shivakumar,CM DK Shivakumar : 100ಕ್ಕೂ ಹೆಚ್ಚು ಸಂದರ್ಭಗಳಲ್ಲಿ ಪೇಪರ್​ ಲೀಕ್​ ಆಗಿದೆ | CJP Protest | Republic Kannada,XpOxwVEiPQM,2026-07-23T10:55:07Z,"You are super dongi, pmhm galigintha,, neev bettre eevaga! Hindu,, muslim, pak,,, bucket soole makklu marikondu, enjalu hekkuva nayigalu,,, bogala beku ashte!",Hate Speech,Hate Speech,Hate Speech
91,DK Shivakumar,CM DK Shivakumar : 100ಕ್ಕೂ ಹೆಚ್ಚು ಸಂದರ್ಭಗಳಲ್ಲಿ ಪೇಪರ್​ ಲೀಕ್​ ಆಗಿದೆ | CJP Protest | Republic Kannada,XpOxwVEiPQM,2026-07-23T10:55:07Z,Delli rajadani yalli sawarkar anitika makkalu sarkara madtaidare savarkar golwalkar hedgevar na anaitivagi huttiro makkalu evare nodi hundi duddu kallaru .evare,Hate Speech,Hate Speech,Hate Speech
93,DK Shivakumar,CM DK Shivakumar : 100ಕ್ಕೂ ಹೆಚ್ಚು ಸಂದರ್ಭಗಳಲ್ಲಿ ಪೇಪರ್​ ಲೀಕ್​ ಆಗಿದೆ | CJP Protest | Republic Kannada,XpOxwVEiPQM,2026-07-23T10:55:07Z,Kothval sattharu ...avna hesru hidkkondu raajakiya madthirodhu ninthilla...base less..,Offensive,Offensive,Offensive
96,Siddaramaiah,Siddaramaiah on Pradhan Resigns: ವಿದ್ಯಾರ್ಥಿ-ಯುವಜನರ ಗೆಲುವಾಗಿದೆ ಎಂದ ಮಾಜಿ ಸಿಎಂ ಸಿದ್ದು  | #TV9D,6Jr_b56Iu_0,2026-07-25T11:15:04Z,Bolimaga siddu Nina hatra astu amount hege ithu ninu kuda luloti kora,Offensive,Offensive,Offensive
98,Siddaramaiah,Siddaramaiah on Pradhan Resigns: ವಿದ್ಯಾರ್ಥಿ-ಯುವಜನರ ಗೆಲುವಾಗಿದೆ ಎಂದ ಮಾಜಿ ಸಿಎಂ ಸಿದ್ದು  | #TV9D,6Jr_b56Iu_0,2026-07-25T11:15:04Z,Ninu dodda dodda hagarana madiddalla .ninu yake kodlilla ivaga kandavara tatte inuki haktha idiya..,Offensive,Offensive,Offensive
99,Siddaramaiah,Siddaramaiah on Pradhan Resigns: ವಿದ್ಯಾರ್ಥಿ-ಯುವಜನರ ಗೆಲುವಾಗಿದೆ ಎಂದ ಮಾಜಿ ಸಿಎಂ ಸಿದ್ದು  | #TV9D,6Jr_b56Iu_0,2026-07-25T11:15:04Z,"Hi sidda ninna kaladalli KPSC hagarna madidiya , eega elli bandu pungi hudbeda",Offensive,Offensive,Offensive
104,Siddaramaiah,Siddaramaiah on Pradhan Resigns: ವಿದ್ಯಾರ್ಥಿ-ಯುವಜನರ ಗೆಲುವಾಗಿದೆ ಎಂದ ಮಾಜಿ ಸಿಎಂ ಸಿದ್ದು  | #TV9D,6Jr_b56Iu_0,2026-07-25T11:15:04Z,ಧಾರವಾಡದ hartal ದ ಸಮಯ ದಲ್ಲಿ ಯಾವ ಬೊಲಿ ಮಗ ರಾಜೀನಾಮೆ ಕೊಡಲಿಲ್ಲ ಅದೂ ಕಾಂಗ್ರೆಸ್ ಅವರ ಗೆಲುವಿಗೆ = ಸಮ ಆಗ ಸಂವಿಧಾನ ದ ಪುಸ್ತಕ ಮುಚ್ಚಿ trunknalli ಜೋಡಿಸಿ ಇttu ಬೀಗ ಹಾಕಿದರೂ ಅಂತ ಕಾಣುತ್ತೇ,Hate Speech,Hate Speech,Hate Speech
105,Siddaramaiah,Siddaramaiah on Pradhan Resigns: ವಿದ್ಯಾರ್ಥಿ-ಯುವಜನರ ಗೆಲುವಾಗಿದೆ ಎಂದ ಮಾಜಿ ಸಿಎಂ ಸಿದ್ದು  | #TV9D,6Jr_b56Iu_0,2026-07-25T11:15:04Z,Karnataka dallu e kelsa aguthe.....congress wicket kiloke student rady eri......nona da party katti congress na kelage elisi....,Offensive,Offensive,Offensive
106,Siddaramaiah,Siddaramaiah on Pradhan Resigns: ವಿದ್ಯಾರ್ಥಿ-ಯುವಜನರ ಗೆಲುವಾಗಿದೆ ಎಂದ ಮಾಜಿ ಸಿಎಂ ಸಿದ್ದು  | #TV9D,6Jr_b56Iu_0,2026-07-25T11:15:04Z,"Siddu Khan why your minister Nagendra resigned,dealing liquor case, recruitment.road repair, 60%commission. ಥೂ ನಿಮ್ಮ ಕಾಂಗ್ರೆಸ್.",Hate Speech,Hate Speech,Hate Speech
107,Siddaramaiah,2028ರ ಚುನಾವಣೆಗೆ ನಾನು ಸ್ಪರ್ಧೆ ಮಾಡಲ್ಲ | Siddaramaiah  Retirement | Mandya,DhTaV4sFcWw,2026-07-26T07:20:38Z,Hogappa thande ogu students shapa ninge,Offensive,Offensive,Offensive
112,Siddaramaiah,2028ರ ಚುನಾವಣೆಗೆ ನಾನು ಸ್ಪರ್ಧೆ ಮಾಡಲ್ಲ | Siddaramaiah  Retirement | Mandya,DhTaV4sFcWw,2026-07-26T07:20:38Z,Beda sir innu irbeku raziname beda,Offensive,Offensive,Offensive
116,Siddaramaiah,Siddaramaiah: ದೆಹಲಿಯಲ್ಲಿ ಶಾಸಕರ ಜೊತೆ ಮಾಜಿ ಸಿಎಂ ಸಿದ್ದರಾಮಯ್ಯ ಉಪಾಹಾರ |#TV9D,of45ObWsKNU,2026-07-22T05:39:56Z,Alli CM PM Mane Munde kultavne illi ಇವರು ಕೂತು ಕೊಂಡ ತಿನ್ನೋದು.,Hate Speech,Hate Speech,Hate Speech
117,BS Yediyurappa,BS Yediyurappa: The Lotus King Of Karnataka And The Man Behind BJP&#39;s Rise,GJHQPUWKkYo,2023-03-04T11:23:26Z,Yatnl sule huttida sule maga e news nodle bevarsi nayi mental yatnl nayi,Hate Speech,Hate Speech,Hate Speech
120,BS Yediyurappa,ಯಡಿಯೂರಪ್ಪ ಮೊಮ್ಮಗನ ಮದುವೆಯಲ್ಲಿ ಸಿದ್ದರಾಮಯ್ಯ | BS Yediyurappa Grand Son Marriage Videos | Siddaramaiah,ZRVdnb-pZZY,2025-06-07T16:04:01Z,Namma janarige dwesha bekagirudu.. Adakke avaru help madtaraste,Hate Speech,Hate Speech,Hate Speech
124,BS Yediyurappa,ಯಡಿಯೂರಪ್ಪ ಮೊಮ್ಮಗನ ಮದುವೆಯಲ್ಲಿ ಸಿದ್ದರಾಮಯ್ಯ | BS Yediyurappa Grand Son Marriage Videos | Siddaramaiah,ZRVdnb-pZZY,2025-06-07T16:04:01Z,BJP aur cm office ge kelsak beda papa kelsa mad aurgu thondre kotrallayya evag niu madve madkond aram agi edira olled madtane bagavantha,Hate Speech,Hate Speech,Hate Speech
131,BS Yediyurappa,BS Yediyurappa 84th Birthday : ಸಾಧನೆ ಮಾತಾಡ್ಬೇಕು.. ಮಾತಾಡೋದೆ ಸಾಧನೆ ಆಗ್ಬಾರ್ದು | BJP | @newsfirstkannada,hrhwCmuG5_U,2026-02-27T15:28:30Z,Magana c m madoke drama adtirodu,Offensive,Offensive,Offensive
134,BS Yediyurappa,B Sriramulu On BS Yediyurappa Abhimanostava | ಬಿಎಸ್​ವೈ ಹಾಡಿ ಹೊಗಳಿದ ಶ್ರೀರಾಮುಲು | N18V,TbNY5R5f4OQ,2026-05-02T12:57:21Z,Modalu kannada sariyagi matadodu kali,Offensive,Offensive,Offensive
136,BS Yediyurappa,BS Yediyurappa Birthday : 84ನೇ ಹುಟ್ಟುಹಬ್ಬದಂದು ಒಟ್ಟಿಗೆ ಉಪಹಾರ ಸವಿದ BSY ಕುಟುಂಬಸ್ಥರು | BSY Family,DBcyH21S5N0,2026-02-27T05:37:12Z,Badavara duddu maja madi bosudi makkala,Offensive,Offensive,Offensive
139,BS Yediyurappa,HM Amit Shah&#39;s Fantastic Speech at BSY Abhimanotsava in Chitradurga | BS Yediyurappa 50 Years Politi,Fbyl2OEtHTg,2026-05-09T12:14:52Z,ಲೂಟಿ ಮತ್ತು jhumla ಉತ್ಸವ,Offensive,Offensive,Offensive
144,BS Yediyurappa,B.S Yediyurappa | ಶ್ರೀನಿವಾಸ ಪರ ಯಡಿಯೂರಪ್ಪ ಅಬ್ಬರದ ಭಾಷಣ | Davanagere South Election | N18V,4r081jAJkZY,2026-03-31T16:46:01Z,ಈ ಬಾಷಣ ಮುಗಿದ ಮೇಲೆ ಶ್ಯಾಮನೂರ ಮಲ್ಲಿಕಾರ್ಜುನ ಮನೇಲಿ ಊಟದ ವ್ಯವಸ್ಥೆ ಇದೆ ಅಲ್ಲಿಗೆ ಪಯಣ ಲೋ ಗೂಬೆ ಯಡ್ಡಿ adjustment bittaku,Offensive,Offensive,Offensive
147,BS Yediyurappa,B.S Yediyurappa | ಶ್ರೀನಿವಾಸ ಪರ ಯಡಿಯೂರಪ್ಪ ಅಬ್ಬರದ ಭಾಷಣ | Davanagere South Election | N18V,4r081jAJkZY,2026-03-31T16:46:01Z,ನೀನ್ ಹೇಳ್ತಿದ್ದೀಯ ಅಂಧ ಮೇಲೆ ಅವ್ರು ನಿಂಗೆ ಓಟು ಹಾಕ್ತಾರೆ ಬಿಡು ನೀನು ಮತ್ತು ನಿನ್ನ ಮಗ ಸೇರಿಕೊಂಡು ಯತ್ನಾಳನ್ನ ಬಿಟ್ಟು ಸಿದ್ದರಾಮಯ್ಯ ಅವರ ಸರ್ಕಾರ ಜೊತೆ adjust ಮೆಂಟ್ ರಾಜಕಾರಣ ಅಂತ ಗೊತ್ತು ಬಿಡಿ ಯಡಿಯೂರಪ್ಪ ಅವರೇ,Hate Speech,Hate Speech,Hate Speech
151,Basavaraj Bommai,Basavaraj Bommai : ಕರ್ನಾಟಕವನ್ನ 20 ವರ್ಷ ಹಿಂದಕ್ಕೆ ತಳ್ಳಿದ್ದಾರೆ​​ | CM Siddaramaiah | BJP | Congress,kbqKfsf4g08,2026-05-28T12:15:04Z,Saala teeresoduu navu hege,Offensive,Offensive,Offensive
152,Basavaraj Bommai,Basavaraj Bommai : ಕರ್ನಾಟಕವನ್ನ 20 ವರ್ಷ ಹಿಂದಕ್ಕೆ ತಳ್ಳಿದ್ದಾರೆ​​ | CM Siddaramaiah | BJP | Congress,kbqKfsf4g08,2026-05-28T12:15:04Z,Bomanna ninu yanu kotti diya,Hate Speech,Hate Speech,Hate Speech
156,Basavaraj Bommai,Basavaraj Bommai&#39;s Stressbusters On News18 | News18 Town Hall Bengaluru | Karnataka News | #Shorts,bYOWtS2wld0,2023-02-07T13:58:58Z,"BANDLI BOLI MAGA , AND HE IS COMMON MAN HE IS NOT A COMMON MAN WE CALL HIS NAME IS 40% MAN",Hate Speech,Hate Speech,Hate Speech
157,Basavaraj Bommai,Basavaraj Bommai&#39;s Stressbusters On News18 | News18 Town Hall Bengaluru | Karnataka News | #Shorts,bYOWtS2wld0,2023-02-07T13:58:58Z,"Respected CM sir, Humnabad ನಲ್ಲಿ BJP siddu patil and all leadership ge ಬಡವರಿಗೆ male ಕೊಲೆ ಮಾಡಕ್ಕೆ ಹೇಲೆದಾರೆ sir",Hate Speech,Hate Speech,Hate Speech
158,HD Kumaraswamy,HD Kumaraswamy | ಅತ್ಯಂತ ಸಂತೋಷದಿಂದ ತಾಯಿ ಸಮಾಧಿಗೆ ರೈತರು ಭೂಮಿ ಕೊಟ್ಟಿದ್ದಾರೆ | N18V,CC1kHpGs1x8,2026-07-22T09:34:05Z,Looti duddu thagolde en madtira lifers,Offensive,Offensive,Offensive
161,HD Kumaraswamy,HD Kumaraswamy On DK Shivakumar | ಡಿಕೆಶಿ ಹೆಸರು ಹೇಳದ ಬಗ್ಗೆ ಕುಮಾರಣ್ಣ ಸ್ಪಷ್ಟನೆ | N18V,4UbenlbFgW8,2026-07-21T12:24:29Z,Radikalanna maduve adalla adu yaru heleddu nenu sarvanasha agtheya usaravalli thu,Hate Speech,Hate Speech,Hate Speech
162,HD Kumaraswamy,HD Kumaraswamy On DK Shivakumar | ಡಿಕೆಶಿ ಹೆಸರು ಹೇಳದ ಬಗ್ಗೆ ಕುಮಾರಣ್ಣ ಸ್ಪಷ್ಟನೆ | N18V,4UbenlbFgW8,2026-07-21T12:24:29Z,ಕಾರಣ ಅಂತಿರಲ್ಲ brother' 20 ಮಂದಿ ಸ್ಟೂಡೆಂಟ್ ಸತ್ತರಲ್ಲ ನಿಮ್ಮ ಕಳ್ಳಾಟಕ್ಕೆ ಬಲಿ ಯಾದರಲ್ಲ ಅದು ಒಂದು ಕಾರಣನ,Hate Speech,Hate Speech,Hate Speech
163,HD Kumaraswamy,HD Kumaraswamy On DK Shivakumar | ಡಿಕೆಶಿ ಹೆಸರು ಹೇಳದ ಬಗ್ಗೆ ಕುಮಾರಣ್ಣ ಸ್ಪಷ್ಟನೆ | N18V,4UbenlbFgW8,2026-07-21T12:24:29Z,kaanada kaigalanna kanisuvahage madabeku neevu......,Offensive,Offensive,Offensive
165,HD Kumaraswamy,HD Kumaraswamy On DK Shivakumar | ಡಿಕೆಶಿ ಹೆಸರು ಹೇಳದ ಬಗ್ಗೆ ಕುಮಾರಣ್ಣ ಸ್ಪಷ್ಟನೆ | N18V,4UbenlbFgW8,2026-07-21T12:24:29Z,nimma makkalu yaru illa iddiddare nimage gottagtittu ree exams nadadire kasta yenu anta,Offensive,Offensive,Offensive
166,HD Kumaraswamy,HD Kumaraswamy On DK Shivakumar | ಡಿಕೆಶಿ ಹೆಸರು ಹೇಳದ ಬಗ್ಗೆ ಕುಮಾರಣ್ಣ ಸ್ಪಷ್ಟನೆ | N18V,4UbenlbFgW8,2026-07-21T12:24:29Z,ನೀನು ಮೋದಿ ತರ ಅಪ್ಪ ಅಮ್ಮನಿಗೆ ಹುಟ್ಟಿಲ್ಲ ನೀನು non boligical,Hate Speech,Hate Speech,Hate Speech
167,HD Kumaraswamy,HD Kumaraswamy On DK Shivakumar | ಡಿಕೆಶಿ ಹೆಸರು ಹೇಳದ ಬಗ್ಗೆ ಕುಮಾರಣ್ಣ ಸ್ಪಷ್ಟನೆ | N18V,4UbenlbFgW8,2026-07-21T12:24:29Z,First 3 jana na hosk hakidrene ದಾರಿ ಆಗೋದು ಬರಿ ಕತೆ ಹೇಳ್ಕೊಂಡೆ jana na ಮonga ಮಾಡ್ತೀರಾ,Offensive,Offensive,Offensive
